1035,378,2,spreads
1036,378,2,totals
1037,375,2,h2h
1038,375,2,spreads
1039,375,2,totals
1040,380,2,h2h
1041,380,2,spreads
1042,380,2,totals
1043,379,2,h2h
1044,379,2,spreads
1045,379,2,totals
1046,376,2,h2h
1047,376,2,spreads
1048,376,2,totals
1049,386,2,h2h
1050,386,2,spreads
1051,386,2,totals
1052,382,2,h2h
1053,382,2,spreads
1054,382,2,totals
1055,384,2,h2h
1056,384,2,spreads
1057,384,2,totals
1058,381,2,h2h
1059,381,2,spreads
1060,381,2,totals
1061,385,2,h2h
1062,385,2,spreads
1063,385,2,totals
1064,390,2,h2h
1065,390,2,spreads
1066,390,2,totals
1067,397,2,h2h
1068,397,2,spreads
1069,397,2,totals
1070,389,2,h2h
1071,389,2,spreads
1072,389,2,totals
1073,395,2,h2h
1074,395,2,spreads
1075,395,2,totals
1076,399,2,h2h
1077,399,2,spreads
1078,399,2,totals
1079,396,2,h2h
1080,396,2,spreads
1081,396,2,totals
1082,391,2,h2h
1083,391,2,spreads
1084,391,2,totals
1085,387,2,h2h
1086,387,2,spreads
1087,387,2,totals
1088,388,2,h2h
1089,388,2,spreads
1090,388,2,totals
1091,398,2,h2h
1092,398,2,spreads
1093,398,2,totals
1094,393,2,h2h
1095,393,2,spreads
1096,393,2,totals
1097,392,2,h2h
1098,392,2,spreads
1099,392,2,totals
1100,402,2,h2h
1101,402,2,spreads
1102,402,2,totals
1103,401,2,h2h
1104,401,2,spreads
1105,401,2,totals
1106,400,2,h2h
1107,400,2,spreads
1108,400,2,totals
1109,409,2,h2h
1110,409,2,spreads
1111,409,2,totals
1112,410,2,h2h
1113,410,2,spreads
1114,410,2,totals
1115,411,2,h2h
1116,411,2,spreads
1117,411,2,totals
1118,406,2,h2h
1119,406,2,spreads
1120,406,2,totals
1121,414,2,h2h
1122,414,2,spreads
1123,414,2,totals
1124,403,2,h2h
1125,403,2,spreads
1126,403,2,totals
1127,407,2,h2h
1128,407,2,spreads
1129,407,2,totals
1130,405,2,h2h
1131,405,2,spreads
1132,405,2,totals
1133,413,2,h2h
1134,413,2,spreads
1135,413,2,totals
1136,412,2,h2h
1137,412,2,spreads
1138,412,2,totals
1139,404,2,h2h
1140,404,2,spreads
1141,404,2,totals
1142,415,2,h2h
1143,415,2,spreads
1144,415,2,totals
1145,416,2,h2h
1146,416,2,spreads
1147,416,2,totals
1148,417,2,h2h
1149,417,2,spreads
1150,417,2,totals
1151,427,2,h2h
1152,427,2,spreads
1153,427,2,totals
1154,429,2,h2h
1155,429,2,spreads
1156,429,2,totals
1157,428,2,h2h
1158,428,2,spreads
1159,428,2,totals
1160,422,2,h2h
1161,422,2,spreads
1162,422,2,totals
1163,424,2,h2h
1164,424,2,spreads
1165,424,2,totals
1166,426,2,h2h
1167,426,2,spreads
1168,426,2,totals
1169,425,2,h2h
1170,425,2,spreads
1171,425,2,totals
1172,431,2,h2h
1173,431,2,spreads
1174,431,2,totals
1175,423,2,h2h
1176,423,2,spreads
1177,423,2,totals
1178,421,2,h2h
1179,421,2,spreads
1180,421,2,totals
1181,419,2,h2h
1182,419,2,spreads
1183,419,2,totals
1184,430,2,h2h
1185,430,2,spreads
1186,430,2,totals
1187,420,2,h2h
1188,420,2,spreads
1189,420,2,totals
1190,434,2,h2h
1191,434,2,spreads
1192,434,2,totals
1193,435,2,h2h
1194,435,2,spreads
1195,435,2,totals
1196,436,2,h2h
1197,436,2,spreads
1198,436,2,totals
1199,433,2,h2h
1200,433,2,spreads
1201,433,2,totals
1202,432,2,h2h
1203,432,2,spreads
1204,432,2,totals
1205,441,2,h2h
1206,441,2,spreads
1207,441,2,totals
1208,444,2,h2h
1209,444,2,spreads
1210,444,2,totals
1211,439,2,h2h
1212,439,2,spreads
1213,439,2,totals
1214,443,2,h2h
1215,443,2,spreads
1216,443,2,totals
1217,442,2,h2h
1218,442,2,spreads
1219,442,2,totals
1220,445,2,h2h
1221,445,2,spreads
1222,445,2,totals
1223,438,2,h2h
1224,438,2,spreads
1225,438,2,totals
1226,440,2,h2h
1227,440,2,spreads
1228,440,2,totals
1229,437,2,h2h
1230,437,2,spreads
1231,437,2,totals
1232,447,2,h2h
1233,447,2,spreads
1234,447,2,totals
1235,446,2,h2h
1236,446,2,spreads
1237,446,2,totals
1238,448,2,h2h
1239,448,2,spreads
1240,448,2,totals
1241,450,2,h2h
1242,450,2,spreads
1243,450,2,totals
1244,453,2,h2h
1245,453,2,spreads
1246,453,2,totals
1247,452,2,h2h
1248,452,2,spreads
1249,452,2,totals
1250,451,2,h2h
1251,451,2,spreads
